Date,Rate,Change
5/8/08,2.0000,0.0000
5/9/08,2.0000,0.0000
5/12/08,2.0000,0.0000
5/13/08,2.0000,0.0000
5/14/08,2.0000,0.0000
5/15/08,2.0000,0.0000
5/16/08,2.0000,0.0000
5/19/08,2.0000,0.0000
5/20/08,2.0000,0.0000
5/21/08,2.0000,0.0000
5/22/08,2.0000,0.0000
5/23/08,2.0000,0.0000
5/26/08,2.0000,0.0000
5/27/08,2.0000,0.0000
5/28/08,2.0000,0.0000
5/29/08,2.0000,0.0000
5/30/08,2.0000,0.0000
6/2/08,2.0000,0.0000
6/3/08,2.0000,0.0000
6/4/08,2.0000,0.0000
6/5/08,2.0000,0.0000
6/6/08,2.0000,0.0000
6/9/08,2.0000,0.0000
6/10/08,2.0000,0.0000
6/11/08,2.0000,0.0000
6/12/08,2.0000,0.0000
6/13/08,2.0000,0.0000
6/16/08,2.0000,0.0000
6/17/08,2.0000,0.0000
6/18/08,2.0000,0.0000
6/19/08,2.0000,0.0000
6/20/08,2.0000,0.0000
6/23/08,2.0000,0.0000
6/24/08,2.0000,0.0000
6/25/08,2.0000,0.0000
6/26/08,2.0000,0.0000
6/27/08,2.0000,0.0000
6/30/08,2.0000,0.0000
7/1/08,2.0000,0.0000
7/2/08,2.0000,0.0000
7/3/08,2.0000,0.0000
7/4/08,2.0000,0.0000
7/7/08,2.0000,0.0000
7/8/08,2.0000,0.0000
7/9/08,2.0000,0.0000
7/10/08,2.0000,0.0000
7/11/08,2.0000,0.0000
7/14/08,2.0000,0.0000
7/15/08,2.0000,0.0000
7/16/08,2.0000,0.0000
7/17/08,2.0000,0.0000
7/18/08,2.0000,0.0000
7/21/08,2.0000,0.0000
7/22/08,2.0000,0.0000
7/23/08,2.0000,0.0000
7/24/08,2.0000,0.0000
7/25/08,2.0000,0.0000
7/28/08,2.0000,0.0000
7/29/08,2.0000,0.0000
7/30/08,2.0000,0.0000
7/31/08,2.0000,0.0000
8/1/08,2.0000,0.0000
8/4/08,2.0000,0.0000
8/5/08,2.0000,0.0000
8/6/08,2.0000,0.0000
8/7/08,2.0000,0.0000
8/8/08,2.0000,0.0000
8/11/08,2.0000,0.0000
8/12/08,2.0000,0.0000
8/13/08,2.0000,0.0000
8/14/08,2.0000,0.0000
8/15/08,2.0000,0.0000
8/18/08,2.0000,0.0000
8/19/08,2.0000,0.0000
8/20/08,2.0000,0.0000
8/21/08,2.0000,0.0000
8/22/08,2.0000,0.0000
8/25/08,2.0000,0.0000
8/26/08,2.0000,0.0000
8/27/08,2.0000,0.0000
8/28/08,2.0000,0.0000
8/29/08,2.0000,0.0000
9/1/08,2.0000,0.0000
9/2/08,2.0000,0.0000
9/3/08,2.0000,0.0000
9/4/08,2.0000,0.0000
9/5/08,2.0000,0.0000
9/8/08,2.0000,0.0000
9/9/08,2.0000,0.0000
9/10/08,2.0000,0.0000
9/11/08,2.0000,0.0000
9/12/08,2.0000,0.0000
9/15/08,2.0000,0.0000
9/16/08,2.0000,0.0000
9/17/08,2.0000,0.0000
9/18/08,2.0000,0.0000
9/19/08,2.0000,0.0000
9/22/08,2.0000,0.0000
9/23/08,2.0000,0.0000
9/24/08,2.0000,0.0000
9/25/08,2.0000,0.0000
9/26/08,2.0000,0.0000
9/29/08,2.0000,0.0000
9/30/08,2.0000,0.0000
10/1/08,2.0000,0.0000
10/2/08,2.0000,0.0000
10/3/08,2.0000,0.0000
10/6/08,2.0000,0.0000
10/7/08,2.0000,0.0000
10/8/08,1.5000,-0.5000
10/9/08,1.5000,0.0000
10/10/08,1.5000,0.0000
10/13/08,1.5000,0.0000
10/14/08,1.5000,0.0000
10/15/08,1.5000,0.0000
10/16/08,1.5000,0.0000
10/17/08,1.5000,0.0000
10/20/08,1.5000,0.0000
10/21/08,1.5000,0.0000
10/22/08,1.5000,0.0000
10/23/08,1.5000,0.0000
10/24/08,1.5000,0.0000
10/27/08,1.5000,0.0000
10/28/08,1.5000,0.0000
10/29/08,1.0000,-0.5000
10/30/08,1.0000,0.0000
10/31/08,1.0000,0.0000
11/3/08,1.0000,0.0000
11/4/08,1.0000,0.0000
11/5/08,1.0000,0.0000
11/6/08,1.0000,0.0000
11/7/08,1.0000,0.0000
11/10/08,1.0000,0.0000
11/11/08,1.0000,0.0000
11/12/08,1.0000,0.0000
11/13/08,1.0000,0.0000
11/14/08,1.0000,0.0000
11/17/08,1.0000,0.0000
11/18/08,1.0000,0.0000
11/19/08,1.0000,0.0000
11/20/08,1.0000,0.0000
11/21/08,1.0000,0.0000
11/24/08,1.0000,0.0000
11/25/08,1.0000,0.0000
11/26/08,1.0000,0.0000
11/27/08,1.0000,0.0000
11/28/08,1.0000,0.0000
12/1/08,1.0000,0.0000
12/2/08,1.0000,0.0000
12/3/08,1.0000,0.0000
12/4/08,1.0000,0.0000
12/5/08,1.0000,0.0000
12/8/08,1.0000,0.0000
12/9/08,1.0000,0.0000
12/10/08,1.0000,0.0000
12/11/08,1.0000,0.0000
12/12/08,1.0000,0.0000
12/15/08,1.0000,0.0000
12/16/08,0.1250,-0.8750
12/17/08,0.1250,0.0000
12/18/08,0.1250,0.0000
12/19/08,0.1250,0.0000
12/22/08,0.1250,0.0000
12/23/08,0.1250,0.0000
12/24/08,0.1250,0.0000
12/25/08,0.1250,0.0000
12/26/08,0.1250,0.0000
12/29/08,0.1250,0.0000
12/30/08,0.1250,0.0000
12/31/08,0.1250,0.0000
1/1/09,0.1250,0.0000
1/2/09,0.1250,0.0000
1/5/09,0.1250,0.0000
1/6/09,0.1250,0.0000
1/7/09,0.1250,0.0000
1/8/09,0.1250,0.0000
1/9/09,0.1250,0.0000
1/12/09,0.1250,0.0000
1/13/09,0.1250,0.0000
1/14/09,0.1250,0.0000
1/15/09,0.1250,0.0000
1/16/09,0.1250,0.0000
1/19/09,0.1250,0.0000
1/20/09,0.1250,0.0000
1/21/09,0.1250,0.0000
1/22/09,0.1250,0.0000
1/23/09,0.1250,0.0000
1/26/09,0.1250,0.0000
1/27/09,0.1250,0.0000
1/28/09,0.1250,0.0000
1/29/09,0.1250,0.0000
1/30/09,0.1250,0.0000
2/2/09,0.1250,0.0000
2/3/09,0.1250,0.0000
2/4/09,0.1250,0.0000
2/5/09,0.1250,0.0000
2/6/09,0.1250,0.0000
2/9/09,0.1250,0.0000
2/10/09,0.1250,0.0000
2/11/09,0.1250,0.0000
2/12/09,0.1250,0.0000
2/13/09,0.1250,0.0000
2/16/09,0.1250,0.0000
2/17/09,0.1250,0.0000
2/18/09,0.1250,0.0000
2/19/09,0.1250,0.0000
2/20/09,0.1250,0.0000
2/23/09,0.1250,0.0000
2/24/09,0.1250,0.0000
2/25/09,0.1250,0.0000
2/26/09,0.1250,0.0000
2/27/09,0.1250,0.0000
3/2/09,0.1250,0.0000
3/3/09,0.1250,0.0000
3/4/09,0.1250,0.0000
3/5/09,0.1250,0.0000
3/6/09,0.1250,0.0000
3/9/09,0.1250,0.0000
3/10/09,0.1250,0.0000
3/11/09,0.1250,0.0000
3/12/09,0.1250,0.0000
3/13/09,0.1250,0.0000
3/16/09,0.1250,0.0000
3/17/09,0.1250,0.0000
3/18/09,0.1250,0.0000
3/19/09,0.1250,0.0000
3/20/09,0.1250,0.0000
3/23/09,0.1250,0.0000
3/24/09,0.1250,0.0000
3/25/09,0.1250,0.0000
3/26/09,0.1250,0.0000
3/27/09,0.1250,0.0000
3/30/09,0.1250,0.0000
3/31/09,0.1250,0.0000
4/1/09,0.1250,0.0000
4/2/09,0.1250,0.0000
4/3/09,0.1250,0.0000
4/6/09,0.1250,0.0000
4/7/09,0.1250,0.0000
4/8/09,0.1250,0.0000
4/9/09,0.1250,0.0000
4/10/09,0.1250,0.0000
4/13/09,0.1250,0.0000
4/14/09,0.1250,0.0000
4/15/09,0.1250,0.0000
4/16/09,0.1250,0.0000
4/17/09,0.1250,0.0000
4/20/09,0.1250,0.0000
4/21/09,0.1250,0.0000
4/22/09,0.1250,0.0000
4/23/09,0.1250,0.0000
4/24/09,0.1250,0.0000
4/27/09,0.1250,0.0000
4/28/09,0.1250,0.0000
4/29/09,0.1250,0.0000
4/30/09,0.1250,0.0000
5/1/09,0.1250,0.0000
5/4/09,0.1250,0.0000
5/5/09,0.1250,0.0000
5/6/09,0.1250,0.0000
5/7/09,0.1250,0.0000
5/8/09,0.1250,0.0000
5/11/09,0.1250,0.0000
5/12/09,0.1250,0.0000
5/13/09,0.1250,0.0000
5/14/09,0.1250,0.0000
5/15/09,0.1250,0.0000
5/18/09,0.1250,0.0000
5/19/09,0.1250,0.0000
5/20/09,0.1250,0.0000
5/21/09,0.1250,0.0000
5/22/09,0.1250,0.0000
5/25/09,0.1250,0.0000
5/26/09,0.1250,0.0000
5/27/09,0.1250,0.0000
5/28/09,0.1250,0.0000
5/29/09,0.1250,0.0000
6/1/09,0.1250,0.0000
6/2/09,0.1250,0.0000
6/3/09,0.1250,0.0000
6/4/09,0.1250,0.0000
6/5/09,0.1250,0.0000
6/8/09,0.1250,0.0000
6/9/09,0.1250,0.0000
6/10/09,0.1250,0.0000
6/11/09,0.1250,0.0000
6/12/09,0.1250,0.0000
6/15/09,0.1250,0.0000
6/16/09,0.1250,0.0000
6/17/09,0.1250,0.0000
6/18/09,0.1250,0.0000
6/19/09,0.1250,0.0000
6/22/09,0.1250,0.0000
6/23/09,0.1250,0.0000
6/24/09,0.1250,0.0000
6/25/09,0.1250,0.0000
6/26/09,0.1250,0.0000
6/29/09,0.1250,0.0000
6/30/09,0.1250,0.0000
7/1/09,0.1250,0.0000
7/2/09,0.1250,0.0000
7/3/09,0.1250,0.0000
7/6/09,0.1250,0.0000
7/7/09,0.1250,0.0000
7/8/09,0.1250,0.0000
7/9/09,0.1250,0.0000
7/10/09,0.1250,0.0000
7/13/09,0.1250,0.0000
7/14/09,0.1250,0.0000
7/15/09,0.1250,0.0000
7/16/09,0.1250,0.0000
7/17/09,0.1250,0.0000
7/20/09,0.1250,0.0000
7/21/09,0.1250,0.0000
7/22/09,0.1250,0.0000
7/23/09,0.1250,0.0000
7/24/09,0.1250,0.0000
7/27/09,0.1250,0.0000
7/28/09,0.1250,0.0000
7/29/09,0.1250,0.0000
7/30/09,0.1250,0.0000
7/31/09,0.1250,0.0000
8/3/09,0.1250,0.0000
8/4/09,0.1250,0.0000
8/5/09,0.1250,0.0000
8/6/09,0.1250,0.0000
8/7/09,0.1250,0.0000
8/10/09,0.1250,0.0000
8/11/09,0.1250,0.0000
8/12/09,0.1250,0.0000
8/13/09,0.1250,0.0000
8/14/09,0.1250,0.0000
8/17/09,0.1250,0.0000
8/18/09,0.1250,0.0000
8/19/09,0.1250,0.0000
8/20/09,0.1250,0.0000
8/21/09,0.1250,0.0000
8/24/09,0.1250,0.0000
8/25/09,0.1250,0.0000
8/26/09,0.1250,0.0000
8/27/09,0.1250,0.0000
8/28/09,0.1250,0.0000
8/31/09,0.1250,0.0000
9/1/09,0.1250,0.0000
9/2/09,0.1250,0.0000
9/3/09,0.1250,0.0000
9/4/09,0.1250,0.0000
9/7/09,0.1250,0.0000
9/8/09,0.1250,0.0000
9/9/09,0.1250,0.0000
9/10/09,0.1250,0.0000
9/11/09,0.1250,0.0000
9/14/09,0.1250,0.0000
9/15/09,0.1250,0.0000
9/16/09,0.1250,0.0000
9/17/09,0.1250,0.0000
9/18/09,0.1250,0.0000
9/21/09,0.1250,0.0000
9/22/09,0.1250,0.0000
9/23/09,0.1250,0.0000
9/24/09,0.1250,0.0000
9/25/09,0.1250,0.0000
9/28/09,0.1250,0.0000
9/29/09,0.1250,0.0000
9/30/09,0.1250,0.0000
10/1/09,0.1250,0.0000
10/2/09,0.1250,0.0000
10/5/09,0.1250,0.0000
10/6/09,0.1250,0.0000
10/7/09,0.1250,0.0000
10/8/09,0.1250,0.0000
10/9/09,0.1250,0.0000
10/12/09,0.1250,0.0000
10/13/09,0.1250,0.0000
10/14/09,0.1250,0.0000
10/15/09,0.1250,0.0000
10/16/09,0.1250,0.0000
10/19/09,0.1250,0.0000
10/20/09,0.1250,0.0000
10/21/09,0.1250,0.0000
10/22/09,0.1250,0.0000
10/23/09,0.1250,0.0000
10/26/09,0.1250,0.0000
10/27/09,0.1250,0.0000
10/28/09,0.1250,0.0000
10/29/09,0.1250,0.0000
10/30/09,0.1250,0.0000
11/2/09,0.1250,0.0000
11/3/09,0.1250,0.0000
11/4/09,0.1250,0.0000
11/5/09,0.1250,0.0000
11/6/09,0.1250,0.0000
11/9/09,0.1250,0.0000
11/10/09,0.1250,0.0000
11/11/09,0.1250,0.0000
11/12/09,0.1250,0.0000
11/13/09,0.1250,0.0000
11/16/09,0.1250,0.0000
11/17/09,0.1250,0.0000
11/18/09,0.1250,0.0000
11/19/09,0.1250,0.0000
11/20/09,0.1250,0.0000
11/23/09,0.1250,0.0000
11/24/09,0.1250,0.0000
11/25/09,0.1250,0.0000
11/26/09,0.1250,0.0000
11/27/09,0.1250,0.0000
11/30/09,0.1250,0.0000
12/1/09,0.1250,0.0000
12/2/09,0.1250,0.0000
12/3/09,0.1250,0.0000
12/4/09,0.1250,0.0000
12/7/09,0.1250,0.0000
12/8/09,0.1250,0.0000
12/9/09,0.1250,0.0000
12/10/09,0.1250,0.0000
12/11/09,0.1250,0.0000
12/14/09,0.1250,0.0000
12/15/09,0.1250,0.0000
12/16/09,0.1250,0.0000
12/17/09,0.1250,0.0000
12/18/09,0.1250,0.0000
12/21/09,0.1250,0.0000
12/22/09,0.1250,0.0000
12/23/09,0.1250,0.0000
12/24/09,0.1250,0.0000
12/25/09,0.1250,0.0000
12/28/09,0.1250,0.0000
12/29/09,0.1250,0.0000
12/30/09,0.1250,0.0000
12/31/09,0.1250,0.0000
1/1/10,0.1250,0.0000
1/4/10,0.1250,0.0000
1/5/10,0.1250,0.0000
1/6/10,0.1250,0.0000
1/7/10,0.1250,0.0000
1/8/10,0.1250,0.0000
1/11/10,0.1250,0.0000
1/12/10,0.1250,0.0000
1/13/10,0.1250,0.0000
1/14/10,0.1250,0.0000
1/15/10,0.1250,0.0000
1/18/10,0.1250,0.0000
1/19/10,0.1250,0.0000
1/20/10,0.1250,0.0000
1/21/10,0.1250,0.0000
1/22/10,0.1250,0.0000
1/25/10,0.1250,0.0000
1/26/10,0.1250,0.0000
1/27/10,0.1250,0.0000
1/28/10,0.1250,0.0000
1/29/10,0.1250,0.0000
2/1/10,0.1250,0.0000
2/2/10,0.1250,0.0000
2/3/10,0.1250,0.0000
2/4/10,0.1250,0.0000
2/5/10,0.1250,0.0000
2/8/10,0.1250,0.0000
2/9/10,0.1250,0.0000
2/10/10,0.1250,0.0000
2/11/10,0.1250,0.0000
2/12/10,0.1250,0.0000
2/15/10,0.1250,0.0000
2/16/10,0.1250,0.0000
2/17/10,0.1250,0.0000
2/18/10,0.1250,0.0000
2/19/10,0.1250,0.0000
2/22/10,0.1250,0.0000
2/23/10,0.1250,0.0000
2/24/10,0.1250,0.0000
2/25/10,0.1250,0.0000
2/26/10,0.1250,0.0000
3/1/10,0.1250,0.0000
3/2/10,0.1250,0.0000
3/3/10,0.1250,0.0000
3/4/10,0.1250,0.0000
3/5/10,0.1250,0.0000
3/8/10,0.1250,0.0000
3/9/10,0.1250,0.0000
3/10/10,0.1250,0.0000
3/11/10,0.1250,0.0000
3/12/10,0.1250,0.0000
3/15/10,0.1250,0.0000
3/16/10,0.1250,0.0000
3/17/10,0.1250,0.0000
3/18/10,0.1250,0.0000
3/19/10,0.1250,0.0000
3/22/10,0.1250,0.0000
3/23/10,0.1250,0.0000
3/24/10,0.1250,0.0000
3/25/10,0.1250,0.0000
3/26/10,0.1250,0.0000
3/29/10,0.1250,0.0000
3/30/10,0.1250,0.0000
3/31/10,0.1250,0.0000
4/1/10,0.1250,0.0000
4/2/10,0.1250,0.0000
4/5/10,0.1250,0.0000
4/6/10,0.1250,0.0000
4/7/10,0.1250,0.0000
4/8/10,0.1250,0.0000
4/9/10,0.1250,0.0000
4/12/10,0.1250,0.0000
4/13/10,0.1250,0.0000
4/14/10,0.1250,0.0000
4/15/10,0.1250,0.0000
4/16/10,0.1250,0.0000
4/19/10,0.1250,0.0000
4/20/10,0.1250,0.0000
4/21/10,0.1250,0.0000
4/22/10,0.1250,0.0000
4/23/10,0.1250,0.0000
4/26/10,0.1250,0.0000
4/27/10,0.1250,0.0000
4/28/10,0.1250,0.0000
4/29/10,0.1250,0.0000
4/30/10,0.1250,0.0000
5/3/10,0.1250,0.0000
5/4/10,0.1250,0.0000
5/5/10,0.1250,0.0000
5/6/10,0.1250,0.0000
5/7/10,0.1250,0.0000
5/10/10,0.1250,0.0000
5/11/10,0.1250,0.0000
5/12/10,0.1250,0.0000
5/13/10,0.1250,0.0000
5/14/10,0.1250,0.0000
5/17/10,0.1250,0.0000
5/18/10,0.1250,0.0000
5/19/10,0.1250,0.0000
5/20/10,0.1250,0.0000
5/21/10,0.1250,0.0000
5/24/10,0.1250,0.0000
5/25/10,0.1250,0.0000
5/26/10,0.1250,0.0000
5/27/10,0.1250,0.0000
5/28/10,0.1250,0.0000
5/31/10,0.1250,0.0000
6/1/10,0.1250,0.0000
6/2/10,0.1250,0.0000
6/3/10,0.1250,0.0000
6/4/10,0.1250,0.0000
6/7/10,0.1250,0.0000
6/8/10,0.1250,0.0000
6/9/10,0.1250,0.0000
6/10/10,0.1250,0.0000
6/11/10,0.1250,0.0000
6/14/10,0.1250,0.0000
6/15/10,0.1250,0.0000
6/16/10,0.1250,0.0000
6/17/10,0.1250,0.0000
6/18/10,0.1250,0.0000
6/21/10,0.1250,0.0000
6/22/10,0.1250,0.0000
6/23/10,0.1250,0.0000
6/24/10,0.1250,0.0000
6/25/10,0.1250,0.0000
6/28/10,0.1250,0.0000
6/29/10,0.1250,0.0000
6/30/10,0.1250,0.0000
7/1/10,0.1250,0.0000
7/2/10,0.1250,0.0000
7/5/10,0.1250,0.0000
7/6/10,0.1250,0.0000
7/7/10,0.1250,0.0000
7/8/10,0.1250,0.0000
7/9/10,0.1250,0.0000
7/12/10,0.1250,0.0000
7/13/10,0.1250,0.0000
7/14/10,0.1250,0.0000
7/15/10,0.1250,0.0000
7/16/10,0.1250,0.0000
7/19/10,0.1250,0.0000
7/20/10,0.1250,0.0000
7/21/10,0.1250,0.0000
7/22/10,0.1250,0.0000
7/23/10,0.1250,0.0000
7/26/10,0.1250,0.0000
7/27/10,0.1250,0.0000
7/28/10,0.1250,0.0000
7/29/10,0.1250,0.0000
7/30/10,0.1250,0.0000
8/2/10,0.1250,0.0000
8/3/10,0.1250,0.0000
8/4/10,0.1250,0.0000
8/5/10,0.1250,0.0000
8/6/10,0.1250,0.0000
8/9/10,0.1250,0.0000
8/10/10,0.1250,0.0000
8/11/10,0.1250,0.0000
8/12/10,0.1250,0.0000
8/13/10,0.1250,0.0000
8/16/10,0.1250,0.0000
8/17/10,0.1250,0.0000
8/18/10,0.1250,0.0000
8/19/10,0.1250,0.0000
8/20/10,0.1250,0.0000
8/23/10,0.1250,0.0000
8/24/10,0.1250,0.0000
8/25/10,0.1250,0.0000
8/26/10,0.1250,0.0000
8/27/10,0.1250,0.0000
8/30/10,0.1250,0.0000
8/31/10,0.1250,0.0000
9/1/10,0.1250,0.0000
9/2/10,0.1250,0.0000
9/3/10,0.1250,0.0000
9/6/10,0.1250,0.0000
9/7/10,0.1250,0.0000
9/8/10,0.1250,0.0000
9/9/10,0.1250,0.0000
9/10/10,0.1250,0.0000
9/13/10,0.1250,0.0000
9/14/10,0.1250,0.0000
9/15/10,0.1250,0.0000
9/16/10,0.1250,0.0000
9/17/10,0.1250,0.0000
9/20/10,0.1250,0.0000
9/21/10,0.1250,0.0000
9/22/10,0.1250,0.0000
9/23/10,0.1250,0.0000
9/24/10,0.1250,0.0000
9/27/10,0.1250,0.0000
9/28/10,0.1250,0.0000
9/29/10,0.1250,0.0000
9/30/10,0.1250,0.0000
10/1/10,0.1250,0.0000
10/4/10,0.1250,0.0000
10/5/10,0.1250,0.0000
10/6/10,0.1250,0.0000
10/7/10,0.1250,0.0000
10/8/10,0.1250,0.0000
10/11/10,0.1250,0.0000
10/12/10,0.1250,0.0000
10/13/10,0.1250,0.0000
10/14/10,0.1250,0.0000
10/15/10,0.1250,0.0000
10/18/10,0.1250,0.0000
10/19/10,0.1250,0.0000
10/20/10,0.1250,0.0000
10/21/10,0.1250,0.0000
10/22/10,0.1250,0.0000
10/25/10,0.1250,0.0000
10/26/10,0.1250,0.0000
10/27/10,0.1250,0.0000
10/28/10,0.1250,0.0000
10/29/10,0.1250,0.0000
11/1/10,0.1250,0.0000
11/2/10,0.1250,0.0000
11/3/10,0.1250,0.0000
11/4/10,0.1250,0.0000
11/5/10,0.1250,0.0000
11/8/10,0.1250,0.0000
11/9/10,0.1250,0.0000
11/10/10,0.1250,0.0000
11/11/10,0.1250,0.0000
11/12/10,0.1250,0.0000
11/15/10,0.1250,0.0000
11/16/10,0.1250,0.0000
11/17/10,0.1250,0.0000
11/18/10,0.1250,0.0000
11/19/10,0.1250,0.0000
11/22/10,0.1250,0.0000
11/23/10,0.1250,0.0000
11/24/10,0.1250,0.0000
11/25/10,0.1250,0.0000
11/26/10,0.1250,0.0000
11/29/10,0.1250,0.0000
11/30/10,0.1250,0.0000
12/1/10,0.1250,0.0000
12/2/10,0.1250,0.0000
12/3/10,0.1250,0.0000
12/6/10,0.1250,0.0000
12/7/10,0.1250,0.0000
12/8/10,0.1250,0.0000
12/9/10,0.1250,0.0000
12/10/10,0.1250,0.0000
12/13/10,0.1250,0.0000
12/14/10,0.1250,0.0000
12/15/10,0.1250,0.0000
12/16/10,0.1250,0.0000
12/17/10,0.1250,0.0000
12/20/10,0.1250,0.0000
12/21/10,0.1250,0.0000
12/22/10,0.1250,0.0000
12/23/10,0.1250,0.0000
12/24/10,0.1250,0.0000
12/27/10,0.1250,0.0000
12/28/10,0.1250,0.0000
12/29/10,0.1250,0.0000
12/30/10,0.1250,0.0000
12/31/10,0.1250,0.0000
1/3/11,0.1250,0.0000
1/4/11,0.1250,0.0000
1/5/11,0.1250,0.0000
1/6/11,0.1250,0.0000
1/7/11,0.1250,0.0000
1/10/11,0.1250,0.0000
1/11/11,0.1250,0.0000
1/12/11,0.1250,0.0000
1/13/11,0.1250,0.0000
1/14/11,0.1250,0.0000
1/17/11,0.1250,0.0000
1/18/11,0.1250,0.0000
1/19/11,0.1250,0.0000
1/20/11,0.1250,0.0000
1/21/11,0.1250,0.0000
1/24/11,0.1250,0.0000
1/25/11,0.1250,0.0000
1/26/11,0.1250,0.0000
1/27/11,0.1250,0.0000
1/28/11,0.1250,0.0000
1/31/11,0.1250,0.0000
2/1/11,0.1250,0.0000
2/2/11,0.1250,0.0000
2/3/11,0.1250,0.0000
2/4/11,0.1250,0.0000
2/7/11,0.1250,0.0000
2/8/11,0.1250,0.0000
2/9/11,0.1250,0.0000
2/10/11,0.1250,0.0000
2/11/11,0.1250,0.0000
2/14/11,0.1250,0.0000
2/15/11,0.1250,0.0000
2/16/11,0.1250,0.0000
2/17/11,0.1250,0.0000
2/18/11,0.1250,0.0000
2/21/11,0.1250,0.0000
2/22/11,0.1250,0.0000
2/23/11,0.1250,0.0000
2/24/11,0.1250,0.0000
2/25/11,0.1250,0.0000
2/28/11,0.1250,0.0000
3/1/11,0.1250,0.0000
3/2/11,0.1250,0.0000
3/3/11,0.1250,0.0000
3/4/11,0.1250,0.0000
3/7/11,0.1250,0.0000
3/8/11,0.1250,0.0000
3/9/11,0.1250,0.0000
3/10/11,0.1250,0.0000
3/11/11,0.1250,0.0000
3/14/11,0.1250,0.0000
3/15/11,0.1250,0.0000
3/16/11,0.1250,0.0000
3/17/11,0.1250,0.0000
3/18/11,0.1250,0.0000
3/21/11,0.1250,0.0000
3/22/11,0.1250,0.0000
3/23/11,0.1250,0.0000
3/24/11,0.1250,0.0000
3/25/11,0.1250,0.0000
3/28/11,0.1250,0.0000
3/29/11,0.1250,0.0000
3/30/11,0.1250,0.0000
3/31/11,0.1250,0.0000
4/1/11,0.1250,0.0000
4/4/11,0.1250,0.0000
4/5/11,0.1250,0.0000
4/6/11,0.1250,0.0000
4/7/11,0.1250,0.0000
4/8/11,0.1250,0.0000
4/11/11,0.1250,0.0000
4/12/11,0.1250,0.0000
4/13/11,0.1250,0.0000
4/14/11,0.1250,0.0000
4/15/11,0.1250,0.0000
4/18/11,0.1250,0.0000
4/19/11,0.1250,0.0000
4/20/11,0.1250,0.0000
4/21/11,0.1250,0.0000
4/22/11,0.1250,0.0000
4/25/11,0.1250,0.0000
4/26/11,0.1250,0.0000
4/27/11,0.1250,0.0000
4/28/11,0.1250,0.0000
4/29/11,0.1250,0.0000
5/2/11,0.1250,0.0000
5/3/11,0.1250,0.0000
5/4/11,0.1250,0.0000
5/5/11,0.1250,0.0000
5/6/11,0.1250,0.0000
5/9/11,0.1250,0.0000
5/10/11,0.1250,0.0000
5/11/11,0.1250,0.0000
5/12/11,0.1250,0.0000
5/13/11,0.1250,0.0000
5/16/11,0.1250,0.0000
5/17/11,0.1250,0.0000
5/18/11,0.1250,0.0000
5/19/11,0.1250,0.0000
5/20/11,0.1250,0.0000
5/23/11,0.1250,0.0000
5/24/11,0.1250,0.0000
5/25/11,0.1250,0.0000
5/26/11,0.1250,0.0000
5/27/11,0.1250,0.0000
5/30/11,0.1250,0.0000
5/31/11,0.1250,0.0000
6/1/11,0.1250,0.0000
6/2/11,0.1250,0.0000
6/3/11,0.1250,0.0000
6/6/11,0.1250,0.0000
6/7/11,0.1250,0.0000
6/8/11,0.1250,0.0000
6/9/11,0.1250,0.0000
6/10/11,0.1250,0.0000
6/13/11,0.1250,0.0000
6/14/11,0.1250,0.0000
6/15/11,0.1250,0.0000
6/16/11,0.1250,0.0000
6/17/11,0.1250,0.0000
6/20/11,0.1250,0.0000
6/21/11,0.1250,0.0000
6/22/11,0.1250,0.0000
6/23/11,0.1250,0.0000
6/24/11,0.1250,0.0000
6/27/11,0.1250,0.0000
6/28/11,0.1250,0.0000
6/29/11,0.1250,0.0000
6/30/11,0.1250,0.0000
7/1/11,0.1250,0.0000
7/4/11,0.1250,0.0000
7/5/11,0.1250,0.0000
7/6/11,0.1250,0.0000
7/7/11,0.1250,0.0000
7/8/11,0.1250,0.0000
7/11/11,0.1250,0.0000
7/12/11,0.1250,0.0000
7/13/11,0.1250,0.0000
7/14/11,0.1250,0.0000
7/15/11,0.1250,0.0000
7/18/11,0.1250,0.0000
7/19/11,0.1250,0.0000
7/20/11,0.1250,0.0000
7/21/11,0.1250,0.0000
7/22/11,0.1250,0.0000
7/25/11,0.1250,0.0000
7/26/11,0.1250,0.0000
7/27/11,0.1250,0.0000
7/28/11,0.1250,0.0000
7/29/11,0.1250,0.0000
8/1/11,0.1250,0.0000
8/2/11,0.1250,0.0000
8/3/11,0.1250,0.0000
8/4/11,0.1250,0.0000
8/5/11,0.1250,0.0000
8/8/11,0.1250,0.0000
8/9/11,0.1250,0.0000
8/10/11,0.1250,0.0000
8/11/11,0.1250,0.0000
8/12/11,0.1250,0.0000
8/15/11,0.1250,0.0000
8/16/11,0.1250,0.0000
8/17/11,0.1250,0.0000
8/18/11,0.1250,0.0000
8/19/11,0.1250,0.0000
8/22/11,0.1250,0.0000
8/23/11,0.1250,0.0000
8/24/11,0.1250,0.0000
8/25/11,0.1250,0.0000
8/26/11,0.1250,0.0000
8/29/11,0.1250,0.0000
8/30/11,0.1250,0.0000
8/31/11,0.1250,0.0000
9/1/11,0.1250,0.0000
9/2/11,0.1250,0.0000
9/5/11,0.1250,0.0000
9/6/11,0.1250,0.0000
9/7/11,0.1250,0.0000
9/8/11,0.1250,0.0000
9/9/11,0.1250,0.0000
9/12/11,0.1250,0.0000
9/13/11,0.1250,0.0000
